        36998195 function calls (36797100 primitive calls) in 77.495 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 base.py:658(__array__)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
        3    0.000    0.000    0.000    0.000 {built-in method numpy.empty_like}
        3    0.000    0.000    0.000    0.000 session.py:169(utcnow)
        1    0.000    0.000    0.000    0.000 util.py:167(__call__)
        4    0.000    0.000    0.000    0.000 _compression.py:59(close)
        1    0.000    0.000    0.000    0.000 keras_model.py:174(<listcomp>)
        1    0.000    0.000    0.000    0.000 adam.py:39(__init__)
       29    0.000    0.000    0.000    0.000 generic_utils.py:595(validate_kwargs)
        3    0.000    0.000    0.001    0.000 backend.py:262(learning_phase)
        1    0.000    0.000    0.000    0.000 file_io.py:522(atomic_write_string_to_file)
       12    0.000    0.000    0.000    0.000 control_flow_ops.py:392(<listcomp>)
       36    0.000    0.000    0.000    0.000 control_flow_ops.py:395(<genexpr>)
       19    0.000    0.000    0.000    0.000 op_def_library.py:727(<listcomp>)
       13    0.000    0.000    0.000    0.000 context.py:695(rewriter_toggle)
       59    0.000    0.000    0.000    0.000 ops.py:1712(dense_shape)
        1    0.000    0.000    0.000    0.000 pool.py:797(_help_stuff_finish)
        4    0.000    0.000    0.000    0.000 datasets.py:718(_get_metadata_filename)
        7    0.000    0.000    0.002    0.000 series.py:4209(isnull)
        6    0.000    0.000    0.001    0.000 managers.py:524(fillna)
        3    0.000    0.000    0.007    0.002 managers.py:536(replace)
        6    0.000    0.000    0.000    0.000 ufunclike.py:22(func)
        1    0.000    0.000    0.612    0.612 _system_commands.py:343(echo_updater)
        3    0.000    0.000    1.400    0.467 _message.py:152(blocking_request)
        3    0.000    0.000    0.001    0.000 parser.py:1066(parse)
       12    0.000    0.000    0.000    0.000 inspect.py:172(isgeneratorfunction)
        4    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.epoll' objects}
      102    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       28    0.000    0.000    0.000    0.000 network.py:384(<genexpr>)
       16    0.000    0.000    0.000    0.000 base_layer.py:1324(input)
        3    0.000    0.000    0.002    0.001 nn_grad.py:413(_ReluGrad)
        8    0.000    0.000    0.000    0.000 special_functions.py:50(match_staging_level)
        1    0.000    0.000    0.009    0.009 array_grad.py:170(<listcomp>)
        3    0.000    0.000    0.000    0.000 data_structures.py:468(__setitem__)
        3    0.000    0.000    0.000    0.000 gradients_util.py:1088(<listcomp>)
        3    0.000    0.000    0.000    0.000 gradients_util.py:1091(<listcomp>)
        1    0.000    0.000    0.000    0.000 file_io.py:336(write_string_to_file)
        2    0.000    0.000    0.003    0.002 math_ops.py:1861(reduce_prod)
        1    0.000    0.000    0.001    0.001 gen_math_ops.py:10656(square)
       44    0.000    0.000    0.000    0.000 ops.py:3294(seed)
       48    0.000    0.000    0.000    0.000 ops.py:2122(_set_control_flow_context)
        6    0.000    0.000    0.000    0.000 parsers.py:939(_check_file_or_buffer)
       12    0.000    0.000    0.000    0.000 gzip.py:385(_init_read)
        6    0.000    0.000    0.000    0.000 blocks.py:364(fillna)
       10    0.000    0.000    0.000    0.000 base.py:963(_ndarray_values)
        1    0.000    0.000    0.000    0.000 arraysetops.py:484(in1d)
        9    0.000    0.000    0.000    0.000 shape_base.py:25(atleast_1d)
       12    0.000    0.000    0.000    0.000 session.py:105(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:323(__instancecheck__)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:889(__contains__)
       29    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       84    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    7.451    3.725 transformers.py:140(transform)
        6    0.000    0.000    0.052    0.009 normalization.py:766(_do_update)
        7    0.000    0.000    0.000    0.000 input_spec.py:50(__init__)
        3    0.000    0.000    0.000    0.000 backend.py:293(symbolic_learning_phase)
        2    0.000    0.000    0.002    0.001 nn_grad.py:325(_BiasAddGrad)
        3    0.000    0.000    0.000    0.000 data_structures.py:504(extend)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:245(get_checkpoint_state)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:396(<genexpr>)
        3    0.000    0.000    0.215    0.072 math_ops.py:2795(_as_indexed_slices_list)
       12    0.000    0.000    0.000    0.000 control_flow_util.py:37(EnableControlFlowV2)
       42    0.000    0.000    0.000    0.000 parsers.py:1195(<genexpr>)
       11    0.000    0.000    0.000    0.000 common.py:171(is_gcs_url)
        2    0.000    0.000    0.000    0.000 concat.py:396(trim_join_unit)
       36    0.000    0.000    0.000    0.000 parser.py:221(<genexpr>)
        3    0.000    0.000    0.000    0.000 parser.py:1347(_parsems)
        1    0.000    0.000    0.000    0.000 codecs.py:978(getincrementaldecoder)
       12    0.000    0.000    0.000    0.000 csvs.py:112(<genexpr>)
        1    0.000    0.000    0.000    0.000 keras_model.py:175(<listcomp>)
        1    0.000    0.000    0.002    0.002 losses.py:40(__call__)
        6    0.000    0.000    0.001    0.000 normalization.py:622(_get_training_value)
        1    0.000    0.000    0.000    0.000 backend.py:859(_get_variables)
       31    0.000    0.000    0.000    0.000 gradients_util.py:1035(<genexpr>)
        3    0.000    0.000    0.000    0.000 saveable_object_util.py:41(set_cpu0)
        8    0.000    0.000    0.000    0.000 py_builtins.py:222(_py_range)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:1493(ExitResult)
        8    0.000    0.000    0.000    0.000 variables.py:2352(initializer)
       42    0.000    0.000    0.000    0.000 tensor_shape.py:219(__int__)
       25    0.000    0.000    0.000    0.000 ops.py:5225(_auto_cast_variable_read_dtype)
       42    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1391(<lambda>)
        6    0.000    0.000    0.000    0.000 ops.py:2343(_add_control_input)
        2    0.000    0.000    0.000    0.000 data_loader.py:257(get_shards)
        4    0.000    0.000    0.001    0.000 construction.py:501(<listcomp>)
       12    0.000    0.000    0.000    0.000 managers.py:730(<listcomp>)
        6    0.000    0.000    0.000    0.000 range.py:330(equals)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1331(squeeze)
        2    0.000    0.000    0.000    0.000 queue.py:115(put)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3009(var_expand)
        2    0.000    0.000    0.000    0.000 subprocess.py:872(poll)
        3    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 keras_model.py:217(<listcomp>)
        2    0.000    0.000    0.001    0.000 network.py:531(layers)
       17    0.000    0.000    0.000    0.000 policy.py:91(__init__)
        1    0.000    0.000    3.045    3.045 backend.py:436(get_session)
        7    0.000    0.000    0.000    0.000 distribution_strategy_context.py:194(has_strategy)
       12    0.000    0.000    0.000    0.000 data_structures.py:128(__init__)
        1    0.000    0.000    0.007    0.007 session.py:1548(__init__)
       12    0.000    0.000    0.000    0.000 control_flow_ops.py:455(<listcomp>)
        4    0.000    0.000    0.000    0.000 text_format.py:395(_PrintFieldName)
        5    0.000    0.000    0.000    0.000 tensor_shape.py:269(merge_with)
       44    0.000    0.000    0.000    0.000 tf_decorator.py:274(decorator_argspec)
       10    0.000    0.000    0.000    0.000 ops.py:1432(convert_n_to_tensor_or_indexed_slices)
        1    0.000    0.000    0.000    0.000 pool.py:791(_setup_queues)
       14    0.000    0.000    0.000    0.000 parsers.py:1530(_maybe_make_multi_index_columns)
        4    0.000    0.000    0.000    0.000 gzip.py:74(__init__)
        4    0.000    0.000    0.000    0.000 managers.py:530(astype)
        2    0.000    0.000    0.001    0.000 blocks.py:1982(to_native_types)
       20    0.000    0.000    0.000    0.000 blocks.py:191(fill_value)
        3    0.000    0.000    0.000    0.000 ops.py:66(_maybe_match_name)
        7    0.000    0.000    0.000    0.000 common.py:1118(is_datetime64_ns_dtype)
        7    0.000    0.000    0.000    0.000 __init__.py:227(itervalues)
        3    0.000    0.000    0.000    0.000 shape_base.py:335(<listcomp>)
        3    0.000    0.000    0.000    0.000 _ipython.py:31(get_kernelapp)
        6    0.000    0.000    0.000    0.000 parser.py:323(hms)
        3    0.000    0.000    0.000    0.000 parser.py:371(__init__)
       24    0.000    0.000    0.000    0.000 pickle.py:195(end_framing)
        3    0.000    0.000    0.000    0.000 linecache.py:15(getline)
        4    0.000    0.000    0.000    0.000 encoder.py:259(_make_iterencode)
        4    0.000    0.000    0.000    0.000 posixpath.py:144(basename)
        2    0.000    0.000    0.001    0.000 layers.py:135(__init__)
        3    0.000    0.000    0.001    0.000 transformers.py:96(<lambda>)
       26    0.000    0.000    0.000    0.000 network.py:1681(_make_node_key)
       24    0.000    0.000    0.000    0.000 base_layer.py:1999(<genexpr>)
        1    0.000    0.000    0.000    0.000 optimizer.py:521(_scale_loss)
        3    0.000    0.000    0.000    0.000 data_structures.py:316(append)
        1    0.000    0.000    0.787    0.787 training_util.py:40(global_step)
       60    0.000    0.000    0.000    0.000 control_flow_ops.py:1427(outer_context)
        1    0.000    0.000    0.001    0.001 state_ops.py:55(variable_op_v2)
       11    0.000    0.000    0.000    0.000 ops.py:1732(dtype)
        6    0.000    0.000    0.000    0.000 parsers.py:3157(_make_date_converter)
        6    0.000    0.000    0.000    0.000 parsers.py:3278(_clean_na_values)
        4    0.000    0.000    0.000    0.000 gzip.py:321(flush)
       12    0.000    0.000    0.000    0.000 range.py:184(_get_data_as_items)
        4    0.000    0.000    0.000    0.000 generic.py:5337(get_values)
        4    0.000    0.000    0.000    0.000 generic.py:279(<dictcomp>)
        4    0.000    0.000    0.000    0.000 generic.py:1848(empty)
        3    0.000    0.000    0.000    0.000 numeric.py:112(zeros_like)
       42    0.000    0.000    0.000    0.000 parser.py:190(isword)
        1    0.000    0.000    0.000    0.000 util.py:151(__init__)
       20    0.000    0.000    0.000    0.000 pickle.py:1098(load_false)
        6    0.000    0.000    0.000    0.000 py3compat.py:188(iteritems)
       12    0.000    0.000    0.000    0.000 threading.py:1230(current_thread)
        3    0.000    0.000    0.000    0.000 warnings.py:398(__init__)
        9    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.and_}
        1    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       16    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.001    0.000 layers.py:33(__init__)
       10    0.000    0.000    0.000    0.000 keras_model.py:844(<listcomp>)
        1    0.000    0.000    0.000    0.000 network.py:1550(<listcomp>)
       25    0.000    0.000    0.000    0.000 base_layer_utils.py:286(is_in_frozen_context)
        1    0.000    0.000    0.000    0.000 generic_utils.py:565(<listcomp>)
        4    0.000    0.000    0.000    0.000 inspect_utils.py:221(getdefiningclass)
        3    0.000    0.000    0.000    0.000 data_structures.py:498(append)
        2    0.000    0.000    0.000    0.000 checkpoint_management.py:43(_GetCheckpointFilename)
        6    0.000    0.000    0.000    0.000 init_ops.py:125(__init__)
       40    0.000    0.000    0.000    0.000 base.py:851(_gather_saveables_for_checkpoint)
        3    0.000    0.000    0.001    0.000 variables.py:2853(global_variables)
        1    0.000    0.000    0.001    0.001 gen_resource_variable_ops.py:31(assign_add_variable_op)
        1    0.000    0.000    0.001    0.001 gen_math_ops.py:11128(tanh_grad)
        4    0.000    0.000    0.000    0.000 text_format.py:189(_IsMapEntry)
        4    0.000    0.000    0.000    0.000 text_format.py:422(PrintField)
        2    0.000    0.000    0.000    0.000 {tensorflow.python.framework.fast_tensor_util.AppendBoolArrayToTensorProto}
        4    0.000    0.000    0.000    0.000 tensor_shape.py:957(assert_same_rank)
       12    0.000    0.000    0.000    0.000 nest.py:260(assert_same_structure)
        1    0.000    0.000    0.000    0.000 datasets.py:726(get_number_shards)
        6    0.000    0.000    0.000    0.000 parsers.py:897(close)
        7    0.000    0.000    0.000    0.000 parsers.py:2066(<dictcomp>)
        4    0.000    0.000    0.000    0.000 gzip.py:493(_read_eof)
       17    0.000    0.000    0.000    0.000 managers.py:1850(_shape_compat)
        6    0.000    0.000    0.000    0.000 blocks.py:660(convert)
       38    0.000    0.000    0.000    0.000 numeric.py:113(is_all_dates)
        7    0.000    0.000    0.000    0.000 nanops.py:270(_na_ok_dtype)
        2    0.000    0.000    0.000    0.000 algorithms.py:38(_ensure_data)
        5    0.000    0.000    0.002    0.000 _decorators.py:195(wrapper)
        1    0.000    0.000    0.000    0.000 arraysetops.py:745(setdiff1d)
        3    0.000    0.000    0.000    0.000 iostream.py:247(send_multipart)
        3    0.000    0.000    0.000    0.000 tz.py:95(utcoffset)
       20    0.000    0.000    0.000    0.000 pickle.py:1102(load_true)
        5    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        9    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.001    0.001 keras_model.py:231(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:34(__init__)
        3    0.000    0.000    0.000    0.000 normalization.py:329(<dictcomp>)
        3    0.000    0.000    0.051    0.017 normalization.py:772(mean_update)
        6    0.000    0.000    0.101    0.017 base_layer.py:1082(<listcomp>)
        3    0.000    0.000    0.000    0.000 base_layer_utils.py:297(is_in_keras_graph)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:87(get_loss_reduction)
       12    0.000    0.000    0.000    0.000 conversion.py:84(get_module)
        1    0.000    0.000    0.002    0.002 gen_io_ops.py:502(merge_v2_checkpoints)
        1    0.000    0.000    0.002    0.002 state_ops.py:167(assign_add)
       20    0.000    0.000    0.000    0.000 math_ops.py:2872(<genexpr>)
        6    0.000    0.000    0.005    0.001 array_ops.py:1888(zeros_like)
        1    0.000    0.000    0.000    0.000 __init__.py:43(start)
        1    0.000    0.000    0.000    0.000 managers.py:684(get_slice)
        1    0.000    0.000    0.000    0.000 generic.py:3155(_slice)
        7    0.000    0.000    0.000    0.000 numpy_.py:170(__array__)
        9    0.000    0.000    0.000    0.000 sparse.py:196(construct_from_string)
       23    0.000    0.000    0.000    0.000 inference.py:406(<genexpr>)
        3    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
       20    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 <ipython-input-80-0dd40754b66d>:257(record_history)
        3    0.000    0.000    0.050    0.017 normalization.py:777(variance_update)
        1    0.000    0.000    0.007    0.007 network.py:156(__init__)
        1    0.000    0.000    0.007    0.007 training.py:128(__init__)
        1    0.000    0.000    0.001    0.001 math_grad.py:602(_TanhGrad)
        4    0.000    0.000    0.000    0.000 inspect_utils.py:260(getmethodclass)
        9    0.000    0.000    0.000    0.000 data_structures.py:433(_update_snapshot)
       12    0.000    0.000    0.000    0.000 special_values.py:74(is_undefined_return)
        1    0.000    0.000    0.000    0.000 file_io.py:86(_prewrite_check)
       36    0.000    0.000    0.000    0.000 control_flow_ops.py:388(<genexpr>)
        1    0.000    0.000    2.748    2.748 variables.py:58(getter)
       11    0.000    0.000    0.000    0.000 variables.py:1808(_as_graph_element)
        1    0.000    0.000    0.002    0.002 state_ops.py:198(assign)
        1    0.000    0.000    0.000    0.000 file_io.py:55(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_DeleteSessionOptions}
        7    0.000    0.000    0.000    0.000 ops.py:502(_rank)
      110    0.000    0.000    0.000    0.000 mol_graphs.py:378(get_deg_adjacency_lists)
        1    0.000    0.000    0.000    0.000 pool.py:783(Process)
       14    0.000    0.000    0.000    0.000 text_encoding.py:85(<genexpr>)
        2    0.000    0.000    0.000    0.000 text_encoding.py:58(CEscape)
        1    0.000    0.000    0.000    0.000 _pip.py:23(is_pip_install_command)
        4    0.000    0.000    0.000    0.000 blocks.py:532(astype)
        6    0.000    0.000    0.000    0.000 blocks.py:2721(_try_coerce_args)
        7    0.000    0.000    0.000    0.000 common.py:1167(is_timedelta64_ns_dtype)
        2    0.000    0.000    0.000    0.000 _internal.py:289(__init__)
        3    0.000    0.000    0.000    0.000 parser.py:357(validate)
        3    0.000    0.000    0.000    0.000 parser.py:973(<listcomp>)
        1    0.000    0.000    0.000    0.000 locale.py:631(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 genericpath.py:69(commonprefix)
        1    0.000    0.000    0.000    0.000 weakref.py:356(remove)
        6    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_hex}
       32    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.002    0.001 tmp1sb8kmnn.py:22(if_true)
        4    0.000    0.000    0.000    0.000 tmpr4oh4vsm.py:3(create_converted_entity)
        1    0.000    0.000   10.453   10.453 keras_model.py:436(<lambda>)
        2    0.000    0.000    0.000    0.000 transformers.py:61(__init__)
       12    0.000    0.000    0.000    0.000 normalization.py:243(trainable)
       16    0.000    0.000    0.000    0.000 training_utils.py:1511(_is_graph_model)
        1    0.000    0.000    0.000    0.000 tf_utils.py:391(<listcomp>)
        2    0.000    0.000    0.000    0.000 util.py:989(__init__)
        2    0.000    0.000    0.003    0.001 functional_saver.py:106(sharded_filename)
        2    0.000    0.000    0.000    0.000 optimizer.py:903(_valid_dtypes)
       60    0.000    0.000    0.000    0.000 data_structures.py:311(_values)
        1    0.000    0.000    2.748    2.748 checkpoint_management.py:687(_initializing_creator)
       18    0.000    0.000    0.000    0.000 session.py:1334(<listcomp>)
        1    0.000    0.000    0.007    0.007 variables.py:1460(__init__)
        8    0.000    0.000    0.009    0.001 resource_variable_ops.py:1565(read_value)
        9    0.000    0.000    0.000    0.000 ops.py:6034(has_default_graph)
        3    0.000    0.000    0.000    0.000 device_spec.py:123(from_string)
        5    0.000    0.000    0.000    0.000 datasets.py:732(itershards)
        6    0.000    0.000    0.000    0.000 parsers.py:1423(_has_complex_date_col)
       18    0.000    0.000    0.000    0.000 series.py:338(_constructor)
       12    0.000    0.000    0.000    0.000 generic.py:1895(<genexpr>)
        7    0.000    0.000    0.000    0.000 base.py:1684(is_categorical)
        4    0.000    0.000    0.000    0.000 common.py:1752(is_complex_dtype)
        3    0.000    0.000    0.000    0.000 session.py:739(<listcomp>)
        3    0.000    0.000    0.000    0.000 parser.py:220(__len__)
        5    0.000    0.000    0.000    0.000 tempfile.py:236(_infer_return_type)
        1    0.000    0.000    0.000    0.000 subprocess.py:1368(_handle_exitstatus)
        9    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        6    0.000    0.000    0.000    0.000 threading.py:251(_acquire_restore)
        7    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        3    0.000    0.000    0.000    0.000 {built-in method utcnow}
        4    0.000    0.000    0.000    0.000 tmp957xw_0q.py:3(create_converted_entity)
        1    0.000    0.000    0.000    0.000 network.py:1857(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic_utils.py:562(object_list_uid)
        3    0.000    0.000    0.000    0.000 gradients_util.py:1087(<listcomp>)
       18    0.000    0.000    0.000    0.000 session.py:502(fetches)
       18    0.000    0.000    0.000    0.000 session.py:510(targets)
        2    0.000    0.000    0.000    0.000 variable_scope.py:2636(variable_creator_scope)
        1    0.000    0.000    0.000    0.000 base.py:92(__init__)
        1    0.000    0.000    0.000    0.000 text_format.py:102(__init__)
        1    0.000    0.000    0.000    0.000 text_format.py:280(__init__)
        1    0.000    0.000    0.000    0.000 errors_impl.py:538(__enter__)
        2    0.000    0.000    0.000    0.000 ops.py:3154(_variable_creator_scope)
        1    0.000    0.000    0.000    0.000 ops.py:5476(default_session)
        6    0.000    0.000    0.000    0.000 device_spec.py:39(_as_device_str_or_none)
        2    0.000    0.000    0.000    0.000 ops.py:2255(_set_device)
        1    0.000    0.000    0.000    0.000 pool.py:349(apply_async)
        1    0.000    0.000    0.000    0.000 pool.py:619(__init__)
        1    0.000    0.000    0.001    0.001 pool.py:788(__init__)
        1    0.000    0.000    0.001    0.001 frame.py:3754(_reindex_columns)
        1    0.000    0.000    0.000    0.000 base.py:3089(reindex)
        1    0.000    0.000    0.000    0.000 sorting.py:407(safe_sort)
        3    0.000    0.000    0.000    0.000 cast.py:1260(maybe_cast_to_integer_array)
        2    0.000    0.000    0.000    0.000 ops.py:1787(na_op)
        6    0.000    0.000    0.000    0.000 inference.py:160(is_file_like)
        3    0.000    0.000    0.000    0.000 shape_base.py:286(hstack)
        9    0.000    0.000    0.000    0.000 fromnumeric.py:197(reshape)
        3    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _system_commands.py:150(_configure_term_settings)
        3    0.000    0.000    0.000    0.000 iostream.py:194(send_multipart)
        3    0.000    0.000    0.000    0.000 session.py:242(extract_header)
        5    0.000    0.000    0.000    0.000 tempfile.py:376(_get_candidate_names)
       12    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        4    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        9    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 tmp957xw_0q.py:1(create_converted_entity_factory)
        4    0.000    0.000    0.000    0.000 tmpr4oh4vsm.py:1(create_converted_entity_factory)
        3    0.000    0.000    0.000    0.000 normalization.py:247(trainable)
        3    0.000    0.000    0.026    0.009 normalization.py:773(<lambda>)
        1    0.000    0.000    0.000    0.000 network.py:381(dynamic)
        1    0.000    0.000    0.951    0.951 network.py:729(call)
        1    0.000    0.000    0.000    0.000 network.py:909(<listcomp>)
        4    0.000    0.000    0.000    0.000 base_layer.py:236(build)
        1    0.000    0.000    0.000    0.000 optimizer.py:313(__init__)
        1    0.000    0.000    2.748    2.748 util.py:387(add_variable)
        4    0.000    0.000    0.000    0.000 inspect_utils.py:68(isnamedtuple)
        3    0.000    0.000    0.000    0.000 data_structures.py:326(__iadd__)
        1    0.000    0.000    0.000    0.000 file_io.py:104(write)
        1    0.000    0.000    0.002    0.002 math_ops.py:1645(reduce_mean_v1)
       14    0.000    0.000    0.000    0.000 resource_variable_ops.py:758(_assign_dependencies)
        6    0.000    0.000    0.006    0.001 resource_variable_ops.py:1562(value)
        1    0.000    0.000    0.000    0.000 c_api_util.py:32(__init__)
        6    0.000    0.000    0.000    0.000 device_spec.py:332(_components_to_string)
        5    0.000    0.000    0.000    0.000 datasets.py:655(get_task_names)
        1    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google.protobuf.pyext._message.CMessage' objects}
       19    0.000    0.000    0.000    0.000 parsers.py:1176(_is_index_col)
        7    0.000    0.000    0.000    0.000 parsers.py:2064(<listcomp>)
        4    0.000    0.000    0.000    0.000 gzip.py:489(_add_read_data)
        2    0.000    0.000    0.000    0.000 construction.py:284(extract_index)
        4    0.000    0.000    0.000    0.000 blocks.py:1336(func)
        3    0.000    0.000    0.000    0.000 blocks.py:2042(_can_hold_element)
        7    0.000    0.000    0.000    0.000 blocks.py:266(_slice)
        2    0.000    0.000    0.000    0.000 common.py:212(dict_keys_to_ordered_list)
        1    0.000    0.000    0.001    0.001 algorithms.py:407(<lambda>)
        1    0.000    0.000    0.000    0.000 cast.py:341(infer_dtype_from_scalar)
       10    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        3    0.000    0.000    0.000    0.000 inference.py:200(is_re)
        1    0.000    0.000    0.000    0.000 _system_commands.py:130(__init__)
        3    0.000    0.000    0.000    0.000 session.py:509(msg_id)
        6    0.000    0.000    0.000    0.000 parser.py:329(ampm)
        2    0.000    0.000    0.000    0.000 uuid.py:280(hex)
        5    0.000    0.000    0.000    0.000 tempfile.py:430(gettempdir)
        4    0.000    0.000    0.000    0.000 inspect.py:680(getsourcefile)
        4    0.000    0.000    0.000    0.000 inspect.py:702(getabsfile)
        3    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        4    0.000    0.000    0.000    0.000 threading.py:727(_newname)
        3    0.000    0.000    0.000    0.000 threading.py:966(_stop)
        3    0.000    0.000    0.000    0.000 warnings.py:106(_formatwarnmsg)
        1    0.000    0.000    0.000    0.000 {method 'modify' of 'select.epoll' objects}
       12    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
       42    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {function DecompressReader.close at 0x7f503cc6ea60}
        2    0.000    0.000    0.000    0.000 tmp1sb8kmnn.py:3(create_converted_entity)
       10    0.000    0.000    0.000    0.000 keras_model.py:849(<listcomp>)
        3    0.000    0.000    0.007    0.002 normalization.py:712(<lambda>)
        3    0.000    0.000    0.006    0.002 normalization.py:716(<lambda>)
        1    0.000    0.000    0.000    0.000 network.py:516(_should_compute_mask)
       27    0.000    0.000    0.000    0.000 network.py:1824(<lambda>)
       25    0.000    0.000    0.000    0.000 base_layer_utils.py:413(_get_var_read_dtype)
       11    0.000    0.000    0.000    0.000 policy.py:132(global_policy)
       22    0.000    0.000    0.000    0.000 base_layer.py:1648(<listcomp>)
        6    0.000    0.000    0.000    0.000 generic_utils.py:545(to_list)
        3    0.000    0.000    0.000    0.000 distribution_strategy_context.py:160(in_cross_replica_context)
        1    0.000    0.000    0.000    0.000 functional_saver.py:142(<dictcomp>)
        1    0.000    0.000    0.000    0.000 graph_view.py:67(_slot_variable_naming_for_optimizer)
        2    0.000    0.000    0.002    0.001 math_ops.py:319(multiply)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:801(device)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.AppendToFile}
        1    0.000    0.000    0.000    0.000 ops.py:4098(get_collection_ref)
        1    0.000    0.000    0.000    0.000 context.py:932(list_physical_devices)
       10    0.000    0.000    0.000    0.000 mol_graphs.py:381(get_atom_features)
        1    0.000    0.000    0.000    0.000 pool.py:531(close)
        1    0.000    0.000    0.001    0.001 pool.py:637(get)
        2    0.000    0.000    0.000    0.000 datasets.py:899(itersamples)
        4    0.000    0.000    0.000    0.000 gzip.py:93(prepend)
        1    0.000    0.000    0.000    0.000 blocks.py:2633(is_bool)
        7    0.000    0.000    0.000    0.000 indexing.py:1831(_get_partial_string_timestamp_match_key)
        1    0.000    0.000    0.001    0.001 frame.py:3729(_reindex_axes)
        1    0.000    0.000    0.000    0.000 generic.py:4378(_needs_reindex_multi)
        2    0.000    0.000    0.000    0.000 base.py:4459(_maybe_promote)
        6    0.000    0.000    0.000    0.000 cast.py:473(maybe_infer_dtype_type)
        3    0.000    0.000    0.000    0.000 session.py:583(sign)
        9    0.000    0.000    0.000    0.000 jsonutil.py:34(_ensure_tzinfo)
       12    0.000    0.000    0.000    0.000 parser.py:200(isspace)
        1    0.000    0.000    0.000    0.000 context.py:232(get_context)
        2    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_ctypes.PyCArrayType' objects}
        1    0.000    0.000    0.000    0.000 text.py:546(vformat)
        1    0.000    0.000    0.000    0.000 {built-in method termios.tcsetattr}
        1    0.000    0.000    0.000    0.000 {built-in method termios.tcdrain}
       66    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        3    0.000    0.000    0.000    0.000 threading.py:1024(join)
        4    0.000    0.000    0.000    0.000 posixpath.py:376(abspath)
        1    0.000    0.000    0.000    0.000 weakref.py:484(setdefault)
